start_time_ns,end_time_ns,start_time_iso,end_time_iso,duration_sec,duration_ms,instructions,pkg_energy_uj,core_energy_uj,uncore_energy_uj,dram_energy_uj,cycles,ipc,cache_misses,cache_references,cache_miss_rate,context_switches_voluntary,context_switches_involuntary,total_context_switches,thread_migrations,run_queue_length,kernel_time_ms,user_time_ms,frequency_mhz,package_temp_celsius,baseline_temp_celsius,c2_time_seconds,c3_time_seconds,c6_time_seconds,c7_time_seconds,ring_bus_freq_mhz,wakeup_latency_us,thermal_during_experiment,thermal_now_active,thermal_since_boot,experiment_valid,total_tokens,prompt_tokens,completion_tokens,dns_latency_ms,api_latency_ms,compute_time_ms,governor,baseline_id,turbo_enabled,interrupt_rate,start_temp_c,max_temp_c,min_temp_c,thermal_delta_c,is_cold_start,background_cpu_percent,process_count,rss_memory_mb,vms_memory_mb,model_name,provider,task_id,country_code,workflow_type,energy_j,carbon_g,run_number,experiment_id,planning_time_ms,execution_time_ms,synthesis_time_ms,phase_planning_ratio,phase_execution_ratio,phase_synthesis_ratio,llm_calls,tool_calls,tools_used,steps,avg_step_time_ms,complexity_level,complexity_score,orchestration_tax_j
1772678035876539904,1772678036670129920,2026-03-04T20:33:55.876540,2026-03-04T20:33:56.670130,0.793550898997637,792.8707599639893,45688681,2003351,877928,1125423,,75470832,0.6053819706134947,996002,3402101,0.29276085571827526,65,1,66,47,0,6.0,12.0,50.666666666666664,51.0,0,0.0405556975,0.0,0.0,0.0,1600.0,4.725821945612552,0,0,0,True,50,47,3,0.6196498870849609,290.87209701538086,291.81885719299316,powersave,baseline_1772665872_359413,1,5063.876993247114,47.17,72.87,47.17,25.700000000000003,1,3.7,365,164.6953125,840.0703125,llama-3.3-70b-versatile,groq,simple,IN,linear,0.0,0.0,2,7d142f08,,,,,,,,,,,,,,
1772678035876539904,1772678036670129920,2026-03-04T20:33:55.876540,2026-03-04T20:33:56.670130,0.793550898997637,792.8707599639893,45688681,2003351,877928,1125423,,75470832,0.6053819706134947,996002,3402101,0.29276085571827526,65,1,66,47,0,6.0,12.0,50.666666666666664,51.0,0,0.0405556975,0.0,0.0,0.0,1600.0,4.725821945612552,0,0,0,True,50,47,3,0.6196498870849609,290.87209701538086,291.81885719299316,powersave,baseline_1772665872_359413,1,5063.876993247114,47.17,72.87,47.17,25.700000000000003,1,3.7,365,164.6953125,840.0703125,llama-3.3-70b-versatile,groq,simple,IN,linear,0.0,0.0,2,7d142f08,,,,,,,,,,,,,,
1772678102354418944,1772678102831116800,2026-03-04T20:35:02.354419,2026-03-04T20:35:02.831117,0.4766961369969067,476.318359375,1264984557,5244432,4436634,807798,,804050281,1.573265487111993,5496617,11062912,0.4968508291487811,56,0,56,52,0,2.0,45.0,59.0,58.0,0,2642.017520459643,3403.6213272135715,0.0,0.0,3600.0,4.725821945612552,0,0,0,True,50,47,3,0.34332275390625,170.24779319763184,170.57204246520996,powersave,baseline_1772665872_359413,1,7444.600717580728,35.89,50.59,35.89,14.700000000000003,0,12.7,367,165.328125,841.21875,llama-3.3-70b-versatile,groq,simple,IN,linear,4.020975,0.0007907917499999999,4,b25ba3f8,,,,,,,,,,,,,,
1772678102354418944,1772678102831116800,2026-03-04T20:35:02.354419,2026-03-04T20:35:02.831117,0.4766961369969067,476.318359375,1264984557,5244432,4436634,807798,,804050281,1.573265487111993,5496617,11062912,0.4968508291487811,56,0,56,52,0,2.0,45.0,59.0,58.0,0,2642.017520459643,3403.6213272135715,0.0,0.0,3600.0,4.725821945612552,0,0,0,True,50,47,3,0.34332275390625,170.24779319763184,170.57204246520996,powersave,baseline_1772665872_359413,1,7444.600717580728,35.89,50.59,35.89,14.700000000000003,0,12.7,367,165.328125,841.21875,llama-3.3-70b-versatile,groq,simple,IN,linear,4.020975,0.0007907917499999999,4,b25ba3f8,,,,,,,,,,,,,,
1772678162936916224,1772678163690735104,2026-03-04T20:36:02.936916,2026-03-04T20:36:03.690735,0.753816778997134,753.3681392669678,5091310191,12598417,11244172,1354245,,1831347798,2.7800891761576794,3369115,12055871,0.2794584480872431,48,1,49,209,0,4.0,80.0,85.33333333333333,84.0,0,2642.756888914643,3404.494927051786,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,50,47,3,0.3108978271484375,312.29186058044434,312.6037120819092,powersave,baseline_1772665872_359413,1,7781.056424424539,39.26,42.03,39.26,2.770000000000003,0,12.7,367,165.44921875,841.21875,llama-3.3-70b-versatile,groq,simple,IN,linear,10.663338,0.00209712314,6,baf430e3,,,,,,,,,,,,,,
1772678162936916224,1772678163690735104,2026-03-04T20:36:02.936916,2026-03-04T20:36:03.690735,0.753816778997134,753.3681392669678,5091310191,12598417,11244172,1354245,,1831347798,2.7800891761576794,3369115,12055871,0.2794584480872431,48,1,49,209,0,4.0,80.0,85.33333333333333,84.0,0,2642.756888914643,3404.494927051786,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,50,47,3,0.3108978271484375,312.29186058044434,312.6037120819092,powersave,baseline_1772665872_359413,1,7781.056424424539,39.26,42.03,39.26,2.770000000000003,0,12.7,367,165.44921875,841.21875,llama-3.3-70b-versatile,groq,simple,IN,linear,10.663338,0.00209712314,6,baf430e3,,,,,,,,,,,,,,
1772678036777039104,1772678039793694976,2026-03-04T20:33:56.777039,2026-03-04T20:33:59.793695,3.016650033001497,3016.1337852478027,1922877008,11443818,6315108,5128710,,1716197153,1.120428969736206,11147711,36326219,0.3068778228749873,74,2,76,575,0,34.0,62.0,51.285714285714285,53.0,0,0.16855290678571427,0.0,0.0,0.0,3600.0,4.725821945612552,0,0,0,True,296,290,6,0.31495094299316406,2859.832525253296,-1420.3994274139404,powersave,baseline_1772665872_359413,1,4719.94978128279,49.57,80.22,34.48,30.65,1,0.0,365,165.0390625,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,3.696666,0.00072701098,2,0cc213d6,722.4750518798828,305.7255744934082,410.3996753692627,0.0,0.0,0.0,3.0,1.0,1.0,2.0,152.8627872467041,1.0,0.23879999999999998,0.332178
1772678036777039104,1772678039793694976,2026-03-04T20:33:56.777039,2026-03-04T20:33:59.793695,3.016650033001497,3016.1337852478027,1922877008,11443818,6315108,5128710,,1716197153,1.120428969736206,11147711,36326219,0.3068778228749873,74,2,76,575,0,34.0,62.0,51.285714285714285,53.0,0,0.16855290678571427,0.0,0.0,0.0,3600.0,4.725821945612552,0,0,0,True,296,290,6,0.31495094299316406,2859.832525253296,-1420.3994274139404,powersave,baseline_1772665872_359413,1,4719.94978128279,49.57,80.22,34.48,30.65,1,0.0,365,165.0390625,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,3.696666,0.00072701098,2,0cc213d6,722.4750518798828,305.7255744934082,410.3996753692627,0.0,0.0,0.0,3.0,1.0,1.0,2.0,152.8627872467041,1.0,0.23879999999999998,0.332178
1772678099900107008,1772678102249651968,2026-03-04T20:34:59.900107,2026-03-04T20:35:02.249652,2.3495411760013667,2349.154472351074,7700651496,30393599,25345027,5048572,,5264266947,1.4628155398518394,42858316,85829495,0.49934251622941506,84,0,84,317,0,15.0,259.0,58.36363636363637,55.0,0,0.0002271082142857143,0.0,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,296,290,6,0.5497932434082031,3955.890655517578,-2855.8194637298584,powersave,baseline_1772665872_359413,1,6951.862975471194,24.01,50.46,24.01,26.45,0,6.2,367,165.21875,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,24.359631,0.004790727430000001,4,5cad97b7,530.9953689575195,275.3934860229492,293.438196182251,0.0,0.0,0.0,3.0,1.0,1.0,2.0,137.6967430114746,1.0,0.23879999999999998,1.312732
1772678099900107008,1772678102249651968,2026-03-04T20:34:59.900107,2026-03-04T20:35:02.249652,2.3495411760013667,2349.154472351074,7700651496,30393599,25345027,5048572,,5264266947,1.4628155398518394,42858316,85829495,0.49934251622941506,84,0,84,317,0,15.0,259.0,58.36363636363637,55.0,0,0.0002271082142857143,0.0,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,296,290,6,0.5497932434082031,3955.890655517578,-2855.8194637298584,powersave,baseline_1772665872_359413,1,6951.862975471194,24.01,50.46,24.01,26.45,0,6.2,367,165.21875,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,24.359631,0.004790727430000001,4,5cad97b7,530.9953689575195,275.3934860229492,293.438196182251,0.0,0.0,0.0,3.0,1.0,1.0,2.0,137.6967430114746,1.0,0.23879999999999998,1.312732
1772678163795975936,1772678166301608960,2026-03-04T20:36:03.795976,2026-03-04T20:36:06.301609,2.5056313230015803,2505.208969116211,20622949390,45733709,40882891,4850818,,10497951090,1.9644737542780837,31401063,71815041,0.43724911331596955,66,1,67,164,0,11.0,383.0,86.33333333333333,82.0,0,2642.756888914643,3404.494927051786,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,296,290,6,0.23245811462402344,5149.904012680054,-3952.1214962005615,powersave,baseline_1772665872_359413,1,5764.389389478557,38.72,54.44,25.9,15.719999999999999,0,12.7,367,165.65234375,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,39.298904,0.007728784453333333,6,134bb59a,684.5324039459229,204.73551750183105,308.25257301330566,0.0,0.0,0.0,3.0,1.0,1.0,2.0,102.36775875091553,1.0,0.23879999999999998,0.866806
1772678163795975936,1772678166301608960,2026-03-04T20:36:03.795976,2026-03-04T20:36:06.301609,2.5056313230015803,2505.208969116211,20622949390,45733709,40882891,4850818,,10497951090,1.9644737542780837,31401063,71815041,0.43724911331596955,66,1,67,164,0,11.0,383.0,86.33333333333333,82.0,0,2642.756888914643,3404.494927051786,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,296,290,6,0.23245811462402344,5149.904012680054,-3952.1214962005615,powersave,baseline_1772665872_359413,1,5764.389389478557,38.72,54.44,25.9,15.719999999999999,0,12.7,367,165.65234375,841.21875,llama-3.3-70b-versatile,groq,simple,IN,agentic,39.298904,0.007728784453333333,6,134bb59a,684.5324039459229,204.73551750183105,308.25257301330566,0.0,0.0,0.0,3.0,1.0,1.0,2.0,102.36775875091553,1.0,0.23879999999999998,0.866806
